min,CH1,CH2,CH40,CH41,CH42,
54.3632,7.00956,0.0305176,6.95095,30.2725,-16975.1,
54.3632,7.01718,0.0305176,6.95101,30.2725,6435.75,
54.3633,7.02385,0.0305176,6.95132,30.2725,30801,
54.3633,7.02861,0.0335693,6.95188,30.2725,55407.7,
54.3633,7.03147,0.0305176,6.95267,30.2725,79512.2,
54.3634,7.03337,0.0305176,6.95369,30.2725,102436,
54.3634,7.03337,0.0366211,6.95493,30.2725,123654,
54.3634,7.03242,0.0305176,6.95636,30.2725,142690,
54.3635,7.02956,0.0427246,6.95795,30.2725,159118,
54.3635,7.02575,0.0274658,6.95968,30.2725,172558,
54.3635,7.02004,0.0274658,6.9615,30.2725,182673,
54.3636,7.01432,0.0213623,6.96339,30.2725,189259,
54.3636,7.0067,0.0427246,6.96532,30.2725,192229,
54.3636,6.99908,0.0305176,6.96723,30.2725,191521,
54.3637,6.99146,0.0427246,6.9691,30.2725,187269,
54.3637,6.98384,0.0305176,6.9709,30.2725,179792,
54.3637,6.97622,0.0335693,6.9726,30.2725,169392,
54.3638,6.96955,0.0213623,6.97416,30.2725,156447,
54.3638,6.96288,0.0274658,6.97557,30.2725,141402,
54.3638,6.95812,0.0335693,6.97682,30.2725,124762,
54.3639,6.95431,0.0305176,6.97789,30.2725,107175,
54.3639,6.95145,0.0335693,6.97879,30.2725,89240.1,
54.3639,6.9505,0.0335693,6.9795,30.2725,71502.7,
54.364,6.95145,0.0335693,6.98005,30.2725,54643.6,
54.364,6.95431,0.0274658,6.98044,30.2725,39371.5,
54.364,6.95812,0.0335693,6.9807,30.2725,26239.2,
54.3641,6.96384,0.0305176,6.98086,30.2725,15654.3,
54.3641,6.97146,0.0305176,6.98094,30.2725,8069.99,
54.3641,6.97908,0.0244141,6.98098,30.2725,3799.74,
54.3642,6.9886,0.0244141,6.98101,30.2725,2937.81,
54.3642,6.99813,0.0274658,6.98106,30.2725,5557.58,
54.3642,7.00765,0.0396729,6.98118,30.2725,11533,
54.3643,7.01718,0.0335693,6.98139,30.2725,20556.3,
54.3643,7.02575,0.0335693,6.98171,30.2725,32244,
54.3643,7.03242,0.0274658,6.98217,30.2725,45965.5,
54.3644,7.03814,0.0274658,6.98278,30.2725,60956.1,
54.3644,7.04195,0.0274658,6.98354,30.2725,76511.4,
54.3644,7.0448,0.0305176,6.98446,30.2725,91984.5,
54.3645,7.04576,0.0335693,6.98553,30.2725,106784,
54.3645,7.0448,0.0335693,6.98673,30.2725,120282,
54.3645,7.04195,0.0335693,6.98805,30.2725,131817,
54.3646,7.03814,0.0335693,6.98946,30.2725,140883,
54.3646,7.03242,0.0213623,6.99093,30.2725,147117,
54.3646,7.02575,0.0274658,6.99243,30.2725,150194,
54.3647,7.01813,0.0335693,6.99393,30.2725,149923,
54.3647,7.00956,0.0305176,6.99539,30.2725,146229,
54.3647,6.99908,0.0366211,6.99678,30.2725,138967,
54.3648,6.98956,0.0274658,6.99806,30.2725,128107,
54.3648,6.97908,0.0244141,6.9992,30.2725,113908,
54.3648,6.9686,0.0244141,7.00017,30.2725,96616.4,
54.3649,6.95907,0.0366211,7.00094,30.2725,76560.6,
54.3649,6.94955,0.0305176,7.00148,30.2725,54231.5,
54.3649,6.94097,0.0335693,7.00178,30.2725,30086.7,
54.365,6.93335,0.0274658,7.00183,30.2725,4641.95,
54.365,6.92764,0.0305176,7.00161,30.2725,-21446.2,
54.365,6.92288,0.0244141,7.00114,30.2725,-47484.6,
54.3651,6.91907,0.0335693,7.00041,30.2725,-72929,
54.3651,6.91811,0.0274658,6.99943,30.2725,-97194,
54.3651,6.91811,0.0274658,6.99824,30.2725,-119568,
54.3652,6.92002,0.0305176,6.99684,30.2725,-139498,
54.3652,6.92383,0.0305176,6.99528,30.2725,-156486,
54.3652,6.92954,0.0305176,6.99358,30.2725,-169998,
54.3653,6.93716,0.0244141,6.99178,30.2725,-179559,
54.3653,6.94574,0.0457764,6.98994,30.2725,-184840,
54.3653,6.95622,0.0305176,6.98808,30.2725,-185643,
54.3654,6.96669,0.0396729,6.98626,30.2725,-181896,
54.3654,6.97812,0.0274658,6.98452,30.2725,-173732,
54.3654,6.98956,0.0305176,6.98291,30.2725,-161376,
54.3655,7.00003,0.0213623,6.98146,30.2725,-145232,
54.3655,7.00956,0.0335693,6.9802,30.2725,-125952,
54.3655,7.01718,0.0213623,6.97915,30.2725,-104326,
54.3656,7.02289,0.0335693,6.97834,30.2725,-81265.8,
54.3656,7.02575,0.0244141,6.97776,30.2725,-57789.4,
54.3656,7.02671,0.0305176,6.97741,30.2725,-34921.2,
54.3657,7.02575,0.0274658,6.97728,30.2725,-13505.8,
54.3657,7.02099,0.0274658,6.97733,30.2725,5599.7,
54.3657,7.01527,0.0244141,6.97755,30.2725,21529.6,
54.3658,7.00765,0.0274658,6.97789,30.2725,33773.8,
54.3658,6.99813,0.0274658,6.97831,30.2725,41969.6,
54.3658,6.98765,0.0305176,6.97877,30.2725,45800.4,
54.3659,6.97717,0.0274658,6.97922,30.2725,45263,
54.3659,6.96574,0.0213623,6.97962,30.2725,40550.8,
54.3659,6.95526,0.0396729,6.97994,30.2725,31946.7,
54.366,6.94574,0.0305176,6.98014,30.2725,19994.1,
54.366,6.93716,0.0335693,6.9802,30.2725,5382.91,
54.366,6.92859,0.0183105,6.98008,30.2725,-11335.7,
54.3661,6.92192,0.0305176,6.97979,30.2725,-29649.3,
54.3661,6.91621,0.0244141,6.9793,30.2725,-48903.1,
54.3661,6.91145,0.0305176,6.97861,30.2725,-68494.6,
54.3662,6.90859,0.0305176,6.97773,30.2725,-87871,
54.3662,6.90668,0.0305176,6.97667,30.2725,-106437,
54.3662,6.90668,0.0274658,6.97543,30.2725,-123653,
54.3663,6.90859,0.0305176,6.97404,30.2725,-138937,
54.3663,6.91145,0.0213623,6.97253,30.2725,-151767,
54.3663,6.91716,0.0244141,6.97091,30.2725,-161672,
54.3664,6.92478,0.0366211,6.96923,30.2725,-168054,
54.3664,6.93431,0.0305176,6.96753,30.2725,-170379,
54.3664,6.94574,0.0366211,6.96584,30.2725,-168263,
54.3665,6.95907,0.0366211,6.96423,30.2725,-161372,
54.3665,6.97241,0.0244141,6.96273,30.2725,-149598,
54.3665,6.98765,0.0183105,6.9614,30.2725,-133040,
54.3666,7.00194,0.0305176,6.96028,30.2725,-111899,
54.3666,7.01623,0.0244141,6.95942,30.2725,-86642.8,
54.3666,7.02956,0.0305176,6.95884,30.2725,-57898.1,
54.3667,7.04004,0.0244141,6.95857,30.2725,-26519.7,
54.3667,7.04861,0.0274658,6.95864,30.2725,6340.06,
54.3667,7.05528,20.2393,6.95903,30.2725,39621.1,
54.3668,7.05814,12.085,6.95976,30.2725,72262,
54.3668,7.05814,9.95178,6.96079,30.2725,103024,
54.3668,7.05623,8.96912,6.96209,30.2725,130871,
54.3669,7.05052,8.29773,6.96364,30.2725,154955,
54.3669,7.0429,7.79724,6.96539,30.2725,174426,
54.3669,7.03337,7.38831,6.96728,30.2725,188703,
54.367,7.02194,7.03735,6.96925,30.2725,197453,
54.367,7.00956,6.73523,6.97125,30.2725,200483,
54.367,6.99622,6.46362,6.97323,30.2725,197819,
54.3671,6.98384,6.21643,6.97513,30.2725,189775,
54.3671,6.9705,5.97534,6.9769,30.2725,176838,
54.3671,6.95907,5.77087,6.97849,30.2725,159564,
54.3672,6.9486,5.57251,6.97988,30.2725,138747,
54.3672,6.94002,5.40771,6.98104,30.2725,115306,
54.3672,6.9324,5.22766,6.98194,30.2725,90092.8,
54.3673,6.92669,5.07507,6.98257,30.2725,63894,
54.3673,6.92383,4.91028,6.98295,30.2725,37611.8,
54.3673,6.92192,4.76379,6.98307,30.2725,12162.7,
54.3674,6.92288,4.62036,6.98296,30.2725,-11708.2,
54.3674,6.92573,4.49219,6.98262,30.2725,-33235.1,
54.3674,6.93145,4.36707,6.98211,30.2725,-51635.9,
54.3675,6.93812,4.24805,6.98144,30.2725,-66297.2,
54.3675,6.94669,4.13818,6.98068,30.2725,-76851.6,
54.3675,6.95717,4.02527,6.97985,30.2725,-82978.5,
54.3676,6.9686,3.91846,6.979,30.2725,-84401.5,
54.3676,6.98098,3.8147,6.97819,30.2725,-81065.1,
54.3676,6.99337,3.72314,6.97746,30.2725,-73116.8,
54.3677,7.0067,3.62854,6.97685,30.2725,-60798.8,
54.3677,7.01908,3.54309,6.97641,30.2725,-44439.3,
54.3677,7.03052,3.44238,6.97616,30.2725,-24623.7,
54.3678,7.04195,3.37219,6.97614,30.2725,-1990.72,
54.3678,7.05147,3.28674,6.97637,30.2725,22864.5,
54.3678,7.05909,3.22571,6.97686,30.2725,49119.3,
54.3679,7.06576,3.14026,6.97762,30.2725,75925.3,
54.3679,7.06957,3.07312,6.97865,30.2725,102505,
54.3679,7.07148,2.99377,6.97993,30.2725,127966,
54.368,7.07148,2.92664,6.98144,30.2725,151499,
54.368,7.06862,2.86255,6.98316,30.2725,172368,
54.368,7.06385,2.80762,6.98506,30.2725,189821,
54.3681,7.05719,2.74658,6.98709,30.2725,203274,
54.3681,7.04766,2.6886,6.98922,30.2725,212204,
54.3681,7.03623,2.63367,6.99138,30.2725,216064,
54.3682,7.02385,2.58484,6.99352,30.2725,214549,
54.3682,7.01146,2.52686,6.9956,30.2725,207764,
54.3682,6.99813,2.47192,6.99756,30.2725,196001,
54.3683,6.98479,2.42615,6.99936,30.2725,179548,
54.3683,6.97241,2.37732,7.00094,30.2725,158867,
54.3683,6.96003,2.33765,7.00229,30.2725,134575,
54.3684,6.9505,2.28271,7.00336,30.2725,107430,
54.3684,6.94193,2.23999,7.00415,30.2725,78408.7,
54.3684,6.93526,2.19727,7.00463,30.2725,48409.2,
54.3685,6.93145,2.16675,7.00482,30.2725,18348.3,
54.3685,6.92954,2.12708,7.00471,30.2725,-10755.6,
54.3685,6.9305,2.09351,7.00433,30.2725,-37973.7,
54.3686,6.93335,2.04773,7.0037,30.2725,-62463.9,
54.3686,6.93812,2.01416,7.00287,30.2725,-83555.7,
54.3686,6.94479,1.98059,7.00186,30.2725,-100738,
54.3687,6.95336,1.95007,7.00073,30.2725,-113560,
54.3687,6.96288,1.91345,6.99951,30.2725,-121712,
54.3687,6.97336,1.87683,6.99826,30.2725,-125112,
54.3688,6.98384,1.84631,6.99702,30.2725,-123880,
54.3688,6.99527,1.80969,6.99584,30.2725,-118236,
54.3688,7.00575,1.78528,6.99475,30.2725,-108485,
54.3689,7.01623,1.75476,6.9938,30.2725,-95104.4,
54.3689,7.02575,1.73035,6.99301,30.2725,-78632.7,
54.3689,7.03433,1.69983,6.99242,30.2725,-59665.1,
54.369,7.04099,1.67236,6.99203,30.2725,-38935.4,
54.369,7.04671,1.62964,6.99186,30.2725,-17211.7,
54.369,7.05052,1.60522,6.9919,30.2725,4799.34,
54.3691,7.05242,1.57471,6.99217,30.2725,26360.3,
54.3691,7.05242,1.57166,6.99263,30.2725,46708.1,
54.3691,7.05052,1.53503,6.99329,30.2725,65149.1,
54.3692,7.04671,1.51978,6.9941,30.2725,81055.9,
54.3692,7.04099,1.48315,6.99504,30.2725,93864,
54.3692,7.03242,1.47095,6.99607,30.2725,102978,
54.3693,7.02385,1.43433,6.99714,30.2725,107959,
54.3693,7.01337,1.41907,6.99823,30.2725,108689,
54.3693,7.00289,1.39465,6.99928,30.2725,105167,
54.3694,6.99051,1.37939,7.00026,30.2725,97406.9,
54.3694,6.97908,1.35498,7.00111,30.2725,85529.6,
54.3694,6.96765,1.33362,7.00181,30.2725,69929.8,
54.3695,6.95717,1.31226,7.00232,30.2725,51162.9,
54.3695,6.94764,1.28784,7.00262,30.2725,29839.2,
54.3695,6.93907,1.29089,7.00269,30.2725,6616.45,
54.3696,6.9324,1.25122,7.00251,30.2725,-17806,
54.3696,6.92669,1.23901,7.00208,30.2725,-42694,
54.3696,6.92383,1.2085,7.00141,30.2725,-67284,
54.3697,6.92192,1.19629,7.0005,30.2725,-90788.5,
54.3697,6.92383,1.17493,6.99938,30.2725,-112401,
54.3697,6.92669,1.17493,6.99807,30.2725,-131301,
54.3698,6.93335,1.15051,6.9966,30.2725,-146748,
54.3698,6.94097,1.14136,6.99502,30.2725,-158077,
54.3698,6.9505,1.11694,6.99337,30.2725,-164876,
54.3699,6.96193,1.09253,6.9917,30.2725,-166875,
54.3699,6.97431,1.08643,6.99006,30.2725,-163843,
54.3699,6.9867,1.07117,6.9885,30.2725,-155861,
54.37,7.00003,1.05591,6.98707,30.2725,-143199,
54.37,7.01146,1.04065,6.98581,30.2725,-126303,
54.37,7.02289,1.03455,6.98475,30.2725,-105868,
54.3701,7.03242,1.01318,6.98392,30.2725,-82631.1,
54.3701,7.04004,0.994873,6.98335,30.2725,-57458.4,
54.3701,7.04576,0.982666,6.98303,30.2725,-31329.5,
54.3702,7.04957,0.979614,6.98298,30.2725,-5144.53,
54.3702,7.05147,0.958252,6.98319,30.2725,20273,
54.3702,7.05052,0.949097,6.98363,30.2725,44082.5,
54.3703,7.04861,0.930786,6.98428,30.2725,65520.7,
54.3703,7.0448,0.927734,6.98512,30.2725,84078.4,
54.3703,7.03909,0.906372,6.98612,30.2725,99300.5,
54.3704,7.03242,0.90332,6.98722,30.2725,110783,
54.3704,7.0248,0.891113,6.98841,30.2725,118351,
54.3704,7.01623,0.878906,6.98963,30.2725,121949,
54.3705,7.00765,0.857544,6.99084,30.2725,121630,
54.3705,6.99718,0.85144,6.99202,30.2725,117460,
54.3705,6.9867,0.842285,6.99311,30.2725,109421,
54.3706,6.97622,0.83313,6.99409,30.2725,97692.1,
54.3706,6.96574,0.827026,6.99492,30.2725,82632.4,
54.3706,6.95622,0.820923,6.99556,30.2725,64671.6,
54.3707,6.94669,0.808716,6.996,30.2725,44304.3,
54.3707,6.93812,0.787354,6.99622,30.2725,21992.1,
54.3707,6.93145,0.775146,6.99621,30.2725,-1655.42,
54.3708,6.92573,0.762939,6.99595,30.2725,-25895.4,
54.3708,6.92288,0.775146,6.99545,30.2725,-49956,
54.3708,6.92192,0.759888,6.99472,30.2725,-72951.5,
54.3709,6.92383,0.753784,6.99378,30.2725,-93986,
54.3709,6.92764,0.738525,6.99266,30.2725,-112247,
54.3709,6.93335,0.732422,6.99139,30.2725,-127091,
54.371,6.94193,0.71106,6.99001,30.2725,-137942,
54.371,6.95145,0.717163,6.98856,30.2725,-144290,
54.371,6.96384,0.704956,6.98711,30.2725,-145774,
54.3711,6.97622,0.701904,6.98569,30.2725,-142171,
54.3711,6.9886,0.689697,6.98435,30.2725,-133658,
54.3711,7.00194,0.683594,6.98314,30.2725,-120595,
54.3712,7.01432,0.674438,6.98211,30.2725,-103328,
54.3712,7.02671,0.668335,6.98129,30.2725,-82368.7,
54.3712,7.03718,0.656128,6.9807,30.2725,-58381.5,
54.3713,7.04576,0.653076,6.98038,30.2725,-32254,
54.3713,7.05242,0.643921,6.98033,30.2725,-4986.99,
54.3713,7.05719,0.62561,6.98055,30.2725,22499.8,
54.3714,7.05909,0.62561,6.98105,30.2725,49274,
54.3714,7.05909,0.613403,6.98179,30.2725,74395.1,
54.3714,7.05719,0.622559,6.98276,30.2725,97098.9,
54.3715,7.05242,0.610352,6.98393,30.2725,116695,
54.3715,7.04671,0.610352,6.98525,30.2725,132564,
54.3715,7.03909,0.592041,6.9867,30.2725,144334,
54.3716,7.02956,0.588989,6.98821,30.2725,151677,
54.3716,7.02004,0.579834,6.98976,30.2725,154403,
54.3716,7.00956,0.585938,6.99129,30.2725,152625,
54.3717,6.99813,0.57373,6.99275,30.2725,146461,
54.3717,6.98765,0.57373,6.99411,30.2725,136129,
54.3717,6.97812,0.564575,6.99533,30.2725,122202,
54.3718,6.9686,0.549316,6.99639,30.2725,105308,
54.3718,6.96098,0.543213,6.99725,30.2725,86032.5,
54.3718,6.95431,0.537109,6.9979,30.2725,65101.9,
54.3719,6.94955,0.537109,6.99833,30.2725,43275.5,
54.3719,6.94669,0.534058,6.99854,30.2725,21341.9,
54.3719,6.94669,0.527954,6.99855,30.2725,202.975,
54.372,6.94764,0.521851,6.99835,30.2725,-19319.1,
54.372,6.95145,0.512695,6.99799,30.2725,-36568.2,
54.372,6.95717,0.50354,6.99748,30.2725,-50862.6,
54.3721,6.96384,0.509644,6.99686,30.2725,-61679.4,
54.3721,6.97336,0.494385,6.99617,30.2725,-68643.8,
54.3721,6.98384,0.500488,6.99546,30.2725,-71337.1,
54.3722,6.99527,0.479126,6.99477,30.2725,-69572.3,
54.3722,7.00861,0.476074,6.99413,30.2725,-63285.4,
54.3722,7.02099,0.469971,6.99361,30.2725,-52524.7,
54.3723,7.03433,0.476074,6.99323,30.2725,-37621.2,
54.3723,7.04671,0.463867,6.99304,30.2725,-18983.7,
54.3723,7.05814,0.457764,6.99307,30.2725,2820.09,
54.3724,7.06767,0.454712,6.99334,30.2725,26988.4,
54.3724,7.07529,0.45166,6.99387,30.2725,52599.1,
54.3724,7.081,0.442505,6.99465,30.2725,78712.7,
54.3725,7.08481,0.439453,6.9957,30.2725,104468,
54.3725,7.08576,0.442505,6.99699,30.2725,128988,
54.3725,7.08386,0.43335,6.9985,30.2725,151296,
54.3726,7.08005,0.439453,7.00021,30.2725,170505,
54.3726,7.07433,0.424194,7.00207,30.2725,185996,
54.3726,7.06671,0.424194,7.00404,30.2725,197308,
54.3727,7.05909,0.408936,7.00608,30.2725,204212,
54.3727,7.04957,0.421143,7.00815,30.2725,206699,
54.3727,7.04004,0.408936,7.0102,30.2725,204773,
54.3728,7.03052,0.411987,7.01218,30.2725,198638,
54.3728,7.02099,0.396729,7.01407,30.2725,188674,
54.3728,7.01146,0.396729,7.01582,30.2725,175245,
54.3729,7.00289,0.390625,7.01741,30.2725,158787,
54.3729,6.99432,0.387573,7.01881,30.2725,139798,
54.3729,6.9867,0.378418,7.01999,30.2725,118747,
54.373,6.98003,0.378418,7.02096,30.2725,96156.8,
54.373,6.97527,0.378418,7.02168,30.2725,72695,
54.373,6.9705,0.378418,7.02217,30.2725,48974,
54.3731,6.9686,0.369263,7.02243,30.2725,25555.2,
54.3731,6.96669,0.363159,7.02246,30.2725,3041.53,
54.3731,6.96765,0.369263,7.02228,30.2725,-18019.1,
54.3732,6.96955,0.360107,7.02191,30.2725,-37040.8,
54.3732,6.97336,0.363159,7.02137,30.2725,-53495.1,
54.3732,6.98003,0.344849,7.0207,30.2725,-66818.2,
54.3733,6.98765,0.3479,7.01994,30.2725,-76416.3,
54.3733,6.99622,0.338745,7.01912,30.2725,-82029.8,
54.3733,7.00384,0.350952,7.01828,30.2725,-83796.5,
54.3734,7.00861,0.344849,7.01746,30.2725,-82396.6,
54.3734,7.00765,0.344849,7.01667,30.2725,-79274.7,
54.3734,7.00194,0.335693,7.0159,30.2725,-76388.7,
54.3735,6.99051,0.332642,7.01514,30.2725,-75709.1,
54.3735,6.97431,0.326538,7.01435,30.2725,-79030.6,
54.3735,6.95431,0.326538,7.01348,30.2725,-87800.1,
54.3736,6.93145,0.32959,7.01245,30.2725,-102961,
54.3736,6.90764,0.326538,7.0112,30.2725,-124902,
54.3736,6.88477,0.314331,7.00966,30.2725,-153325,
54.3737,6.86477,0.317383,7.00779,30.2725,-187209,
54.3737,6.84953,0.314331,7.00554,30.2725,-224884,
54.3737,6.83715,0.308228,7.0029,30.2725,-264445,
54.3738,6.82857,0.311279,6.99986,30.2725,-304231,
54.3738,6.82191,0.302124,6.99643,30.2725,-342904,
54.3738,6.81619,0.308228,6.99263,30.2725,-379602,
54.3739,6.81047,0.296021,6.98849,30.2725,-413995,
54.3739,6.80381,0.299072,6.98403,30.2725,-446149,
54.3739,6.79809,0.289917,6.97927,30.2725,-476222,
54.374,6.79047,0.292969,6.97422,30.2725,-504367,
54.374,6.78285,0.292969,6.96892,30.2725,-530914,
54.374,6.77428,0.296021,6.96335,30.2725,-556166,
54.3741,6.7638,0.280762,6.95755,30.2725,-580498,
54.3741,6.75332,0.280762,6.95151,30.2725,-604348,
54.3741,6.74284,0.280762,6.94523,30.2725,-627845,
54.3742,6.73427,0.280762,6.93872,30.2725,-650751,
54.3742,6.7276,0.280762,6.93199,30.2725,-672490,
54.3742,6.72284,0.27771,6.92507,30.2725,-692358,
54.3743,6.71998,0.27771,6.91797,30.2725,-709721,
54.3743,6.71903,0.271606,6.91073,30.2725,-724005,
54.3743,6.71903,0.265503,6.90339,30.2725,-734788,
54.3744,6.71998,0.259399,6.89597,30.2725,-741878,
54.3744,6.72189,0.27771,6.88851,30.2725,-745202,
54.3744,6.72189,0.265503,6.88107,30.2725,-744977,
54.3745,6.71998,0.265503,6.87365,30.2725,-741956,
54.3745,6.71522,0.256348,6.86627,30.2725,-737198,
54.3745,6.7076,0.256348,6.85895,30.2725,-731859,
54.3746,6.69903,0.253296,6.85169,30.2725,-726908,
54.3746,6.68759,0.262451,6.84446,30.2725,-723051,
54.3746,6.67521,0.253296,6.83725,30.2725,-720929,
54.3747,6.66283,0.259399,6.83004,30.2725,-720853,
54.3747,6.65044,0.253296,6.82281,30.2725,-722738,
54.3747,6.63901,0.250244,6.81555,30.2725,-726321,
54.3748,6.62758,0.247192,6.80823,30.2725,-731265,
54.3748,6.61615,0.244141,6.80086,30.2725,-737344,
54.3748,6.60567,0.247192,6.79342,30.2725,-744349,
54.3749,6.59424,0.238037,6.7859,30.2725,-752086,
54.3749,6.58281,0.244141,6.77829,30.2725,-760552,
54.3749,6.57043,0.231934,6.77059,30.2725,-769833,
54.375,6.55709,0.228882,6.76279,30.2725,-780095,
54.375,6.54281,0.228882,6.75488,30.2725,-791577,
54.375,6.52852,0.244141,6.74683,30.2725,-804400,
54.3751,6.51328,0.231934,6.73865,30.2725,-818582,
54.3751,6.49899,0.231934,6.73031,30.2725,-834044,
54.3751,6.4847,0.219727,6.7218,30.2725,-850529,
54.3752,6.47041,0.222778,6.71312,30.2725,-867797,
54.3752,6.45803,0.210571,6.70427,30.2725,-885537,
54.3752,6.44755,0.222778,6.69524,30.2725,-903101,
54.3753,6.43802,0.216675,6.68604,30.2725,-919809,
54.3753,6.43136,0.219727,6.67669,30.2725,-935040,
54.3753,6.42564,0.216675,6.66721,30.2725,-948142,
54.3754,6.42374,0.213623,6.65762,30.2725,-958436,
54.3754,6.42278,0.20752,6.64797,30.2725,-965224,
54.3754,6.42469,0.213623,6.63829,30.2725,-967967,
54.3755,6.42755,0.204468,6.62863,30.2725,-966279,
54.3755,6.4304,0.213623,6.61903,29.7619,-960093,
54.3755,6.43231,0.213623,6.60953,29.7619,-949816,
54.3756,6.43326,0.204468,6.60017,29.7619,-936103,
54.3756,6.43136,0.204468,6.59097,29.7619,-919839,
54.3756,6.42659,0.195312,6.58195,29.7619,-902203,
54.3757,6.41993,0.216675,6.5731,29.7619,-884367,
54.3757,6.4104,0.201416,6.56443,29.7619,-867315,
54.3757,6.39802,0.204468,6.55591,29.7619,-852035,
54.3758,6.38468,0.192261,6.54752,29.7619,-839335,
54.3758,6.37135,0.189209,6.53922,29.7619,-829492,
54.3758,6.35706,0.186157,6.531,29.7619,-822481,
54.3759,6.34277,0.201416,6.52281,29.7619,-818267,
54.3759,6.33039,0.195312,6.51465,29.7619,-816539,
54.3759,6.31705,0.195312,6.50648,29.7619,-816822,
54.376,6.30562,0.189209,6.49829,29.7619,-818763,
54.376,6.29324,0.189209,6.49007,29.7619,-822035,
54.376,6.2818,0.189209,6.48181,29.7619,-826421,
54.3761,6.27037,0.192261,6.47349,29.7619,-831721,
54.3761,6.25799,0.189209,6.46511,29.7619,-837837,
54.3761,6.24561,0.186157,6.45666,29.7619,-844856,
54.3762,6.23227,0.195312,6.44814,29.7619,-852855,
54.3762,6.21798,0.180054,6.43952,29.7619,-861991,
54.3762,6.2037,0.177002,6.43079,29.7619,-872401,
54.3763,6.18845,0.17395,6.42195,29.7619,-884119,
54.3763,6.17321,0.186157,6.41298,29.7619,-897169,
54.3763,6.15702,0.177002,6.40386,29.7619,-911568,
54.3764,6.14083,0.186157,6.39459,29.7619,-927327,
54.3764,6.12559,0.177002,6.38515,29.7619,-944271,
54.3764,6.1113,0.180054,6.37553,29.7619,-961965,
54.3765,6.09987,0.17395,6.36573,29.7619,-979739,
54.3765,6.09225,0.177002,6.35576,29.7619,-996528,
54.3765,6.08844,0.177002,6.34565,29.7619,-1.011E+06,
54.3766,6.08939,0.17395,6.33544,29.7619,-1.02178E+06,
54.3766,6.0951,0.164795,6.32516,29.7619,-1.02742E+06,
54.3766,6.10463,0.170898,6.3149,29.7619,-1.02662E+06,
54.3767,6.11511,0.17395,6.30471,29.7619,-1.01869E+06,
54.3767,6.12463,0.177002,6.29467,29.7619,-1.0038E+06,
54.3767,6.13321,0.170898,6.28484,29.7619,-982780,
54.3768,6.13797,0.17395,6.27527,29.7619,-956867,
54.3768,6.13797,0.170898,6.266,29.7619,-927833,
54.3768,6.13416,0.161743,6.25702,29.7619,-897672,
54.3769,6.12654,0.161743,6.24834,29.7619,-868123,
54.3769,6.11511,0.149536,6.23993,29.7619,-840687,
54.3769,6.10272,0.167847,6.23177,29.7619,-816456,
54.377,6.09034,0.161743,6.22381,29.7619,-795789,
54.377,6.07796,0.17395,6.21602,29.7619,-778552,
54.377,6.06653,0.161743,6.20838,29.7619,-764429,
54.3771,6.05605,0.152588,6.20085,29.7619,-752937,
54.3771,6.04557,0.149536,6.19341,29.7619,-743627,
54.3771,6.03509,0.161743,6.18605,29.7619,-736258,
54.3772,6.02366,0.15564,6.17874,29.7619,-730782,
54.3772,6.00937,0.15564,6.17147,29.7619,-727511,
54.3772,5.99318,0.161743,6.1642,29.7619,-727077,
54.3773,5.97508,0.161743,6.1569,29.7619,-730052,
54.3773,5.95317,0.152588,6.14953,29.7619,-737035,
54.3773,5.92936,0.152588,6.14204,29.7619,-748737,
54.3774,5.90364,0.15564,6.13438,29.7619,-765614,
54.3774,5.87697,0.15564,6.12651,29.7619,-787791,
54.3774,5.84934,0.152588,6.11835,29.7619,-815184,
54.3775,5.82362,0.143433,6.10988,29.7619,-847335,
54.3775,5.79886,0.146484,6.10105,29.7619,-883360,
54.3775,5.77695,0.143433,6.09182,29.7619,-922161,
54.3776,5.75885,0.15564,6.0822,29.7619,-962368,
54.3776,5.74551,0.146484,6.07218,29.7619,-1.00227E+06,
54.3776,5.73789,0.15564,6.06178,29.7619,-1.03994E+06,
54.3777,5.73504,0.137329,6.05104,29.7619,-1.07344E+06,
54.3777,5.73885,0.146484,6.04004,29.7619,-1.10094E+06,
54.3777,5.74837,0.137329,6.02883,29.7619,-1.12059E+06,
54.3778,5.76171,0.146484,6.01752,29.7619,-1.13092E+06,
54.3778,5.77981,0.143433,6.00621,29.7619,-1.13096E+06,
54.3778,5.80076,0.146484,5.99501,29.7619,-1.12007E+06,
54.3779,5.82458,0.143433,5.98403,29.7619,-1.09796E+06,
54.3779,5.84934,0.146484,5.97338,29.7619,-1.06475E+06,
54.3779,5.87506,0.140381,5.96317,29.7619,-1.02099E+06,
54.378,5.89983,0.140381,5.9535,29.7619,-967556,
54.378,5.92269,0.140381,5.94444,29.7619,-905738,
54.378,5.94079,0.140381,5.93607,29.7619,-837386,
54.3781,5.95508,0.146484,5.92842,29.7619,-764753,
54.3781,5.96175,0.134277,5.92151,29.7619,-690367,
54.3781,5.9627,0.140381,5.91534,29.7619,-616998,
54.3782,5.95603,0.131226,5.90987,29.7619,-547357,
54.3782,5.94269,0.143433,5.90503,29.7619,-484000,
54.3782,5.92364,0.134277,5.90074,29.7619,-429150,
54.3783,5.89888,0.149536,5.89689,29.7619,-384542,
54.3783,5.8703,0.131226,5.89338,29.7619,-351453,
54.3783,5.83887,0.137329,5.89007,29.7619,-330558,
54.3784,5.80743,0.134277,5.88686,29.7619,-321799,
54.3784,5.77695,0.143433,5.88361,29.7619,-324357,
