min,CH1,CH2,CH40,CH41,CH42,
55.1832,5.04253,0.137329,5.14014,30.03,-627393,
55.1832,5.03776,0.134277,5.13403,30.03,-611017,
55.1832,5.03205,0.134277,5.12807,30.03,-595524,
55.1833,5.02729,0.131226,5.12226,30.03,-581078,
55.1833,5.02157,0.137329,5.11659,30.03,-567644,
55.1833,5.0149,0.131226,5.11103,30.03,-555368,
55.1834,5.00823,0.137329,5.10559,30.03,-544466,
55.1834,5.00061,0.131226,5.10024,30.03,-535044,
55.1834,4.99299,0.12207,5.09497,30.03,-527190,
55.1835,4.98442,0.131226,5.08976,30.03,-520982,
55.1835,4.9768,0.143433,5.08459,30.03,-516393,
55.1835,4.96823,0.134277,5.07946,30.03,-513302,
55.1836,4.95965,0.134277,5.07434,30.03,-511684,
55.1836,4.95203,0.12207,5.06923,30.03,-511420,
55.1836,4.94441,0.125122,5.06411,30.03,-512215,
55.1837,4.93775,0.125122,5.05897,30.03,-513796,
55.1837,4.93203,0.131226,5.05381,30.03,-515822,
55.1837,4.92631,0.131226,5.04863,30.03,-517975,
55.1838,4.9225,0.125122,5.04343,30.03,-519968,
55.1838,4.91869,0.125122,5.03822,30.03,-521446,
55.1838,4.91679,0.131226,5.03299,30.03,-522088,
55.1839,4.91584,0.119019,5.02778,30.03,-521512,
55.1839,4.91584,0.125122,5.02259,30.03,-519375,
55.1839,4.91679,0.131226,5.01743,30.03,-515457,
55.184,4.91869,0.125122,5.01234,30.03,-509564,
55.184,4.92155,0.134277,5.00732,30.03,-501527,
55.184,4.92536,0.119019,5.00241,30.03,-491199,
55.1841,4.93012,0.125122,4.99762,30.03,-478452,
55.1841,4.93489,0.119019,4.99299,30.03,-463272,
55.1841,4.9406,0.134277,4.98853,30.03,-445743,
55.1842,4.94632,0.12207,4.98427,30.03,-425950,
55.1842,4.95299,0.134277,4.98023,30.03,-403981,
55.1842,4.95775,0.119019,4.97643,30.03,-380104,
55.1843,4.96346,0.12207,4.97289,30.03,-354752,
55.1843,4.96727,0.119019,4.9696,30.03,-328325,
55.1843,4.97108,0.125122,4.96659,30.03,-301284,
55.1844,4.97299,0.125122,4.96385,30.03,-274145,
55.1844,4.97394,0.12207,4.96137,30.03,-247468,
55.1844,4.97394,0.119019,4.95916,30.03,-221765,
55.1845,4.97204,0.115967,4.95718,30.03,-197499,
55.1845,4.97013,0.12207,4.95543,30.03,-175090,
55.1845,4.96727,0.115967,4.95388,30.03,-154735,
55.1846,4.96346,0.12207,4.95252,30.03,-136607,
55.1846,4.9587,0.125122,4.95131,30.03,-120943,
55.1846,4.95394,0.12207,4.95023,30.03,-107864,
55.1847,4.94822,0.112915,4.94925,30.03,-97379.4,
55.1847,4.94251,0.112915,4.94836,30.03,-89488.1,
55.1847,4.93584,0.109863,4.94752,30.03,-84179.3,
55.1848,4.93012,0.119019,4.9467,30.03,-81343.6,
55.1848,4.92346,0.115967,4.9459,30.03,-80781.2,
55.1848,4.91679,0.12207,4.94507,30.03,-82391.1,
55.1849,4.91107,0.115967,4.94421,30.03,-85982.4,
55.1849,4.90536,0.119019,4.9433,30.03,-91193.1,
55.1849,4.9006,0.106812,4.94232,30.03,-97685.8,
55.185,4.89679,0.115967,4.94127,30.03,-105057,
55.185,4.89298,0.112915,4.94014,30.03,-112934,
55.185,4.89107,0.106812,4.93893,30.03,-120974,
55.1851,4.89107,0.112915,4.93765,30.03,-128594,
55.1851,4.89107,0.109863,4.9363,30.03,-135259,
55.1851,4.89298,0.109863,4.93489,30.03,-140667,
55.1852,4.89583,0.109863,4.93344,30.03,-144453,
55.1852,4.89964,0.112915,4.93198,30.03,-146292,
55.1852,4.90441,0.109863,4.93052,30.03,-145982,
55.1853,4.91012,0.115967,4.92909,30.03,-143346,
55.1853,4.91584,0.10376,4.9277,30.03,-138324,
55.1853,4.92155,0.10376,4.92639,30.03,-131046,
55.1854,4.92822,0.0976562,4.92518,30.03,-121642,
55.1854,4.93394,0.115967,4.92408,30.03,-110239,
55.1854,4.93965,0.109863,4.9231,30.03,-97138.9,
55.1855,4.94441,0.112915,4.92228,30.03,-82716.2,
55.1855,4.94918,0.10376,4.9216,30.03,-67317.6,
55.1855,4.95203,0.106812,4.92109,30.03,-51354.3,
55.1856,4.95394,0.10376,4.92074,30.03,-35384.6,
55.1856,4.95584,0.106812,4.92054,30.03,-19829.3,
55.1856,4.95584,0.10376,4.92049,30.03,-4981.98,
55.1857,4.95584,0.109863,4.92058,30.03,8801.61,
55.1857,4.95489,0.106812,4.92079,30.03,21289.9,
55.1857,4.95394,0.106812,4.92111,30.03,32365.7,
55.1858,4.95203,0.10376,4.92153,30.03,41927.5,
55.1858,4.95013,0.100708,4.92203,30.03,49887.9,
55.1858,4.94727,0.106812,4.92259,30.03,56172.9,
55.1859,4.94441,0.0976562,4.9232,30.03,60721.4,
55.1859,4.9406,0.10376,4.92383,30.03,63483.7,
55.1859,4.93679,0.0976562,4.92448,30.03,64421.5,
55.186,4.93298,0.100708,4.92512,30.03,63596.4,
55.186,4.92822,0.0946045,4.92573,30.03,61071.3,
55.186,4.92346,0.106812,4.92629,30.03,56820.4,
55.1861,4.91869,0.0976562,4.9268,30.03,50916.5,
55.1861,4.91393,0.10376,4.92724,30.03,43522.6,
55.1861,4.90917,0.0976562,4.92759,30.03,34793.2,
55.1862,4.90441,0.0976562,4.92784,30.03,24874.9,
55.1862,4.9006,0.0946045,4.92798,30.03,13996.3,
55.1862,4.89679,0.0976562,4.928,30.03,2460.12,
55.1863,4.89393,0.0946045,4.92791,30.03,-9454.18,
55.1863,4.89202,0.0946045,4.92769,30.03,-21399.4,
55.1863,4.89107,0.100708,4.92736,30.03,-32968,
55.1864,4.89107,0.0915527,4.92692,30.03,-43788.1,
55.1864,4.89202,0.0915527,4.92639,30.03,-53522.7,
55.1864,4.89393,0.0854492,4.92577,30.03,-61867.2,
55.1865,4.89679,0.10376,4.92508,30.03,-68548.6,
55.1865,4.9006,0.0946045,4.92435,30.03,-73322.8,
55.1865,4.90441,0.0976562,4.92359,30.03,-76064.3,
55.1866,4.90917,0.0915527,4.92282,30.03,-76755.4,
55.1866,4.91393,0.0976562,4.92207,30.03,-75387.9,
55.1866,4.91965,0.0823975,4.92135,30.03,-71962.2,
55.1867,4.92441,0.088501,4.92068,30.03,-66576.1,
55.1867,4.92822,0.0915527,4.92009,30.03,-59596.7,
55.1867,4.93203,0.0946045,4.91957,30.03,-51455.8,
55.1868,4.93489,0.0823975,4.91915,30.03,-42463,
55.1868,4.93679,0.0823975,4.91882,30.03,-32994.6,
55.1868,4.93775,0.0915527,4.91858,30.03,-23486.8,
55.1869,4.9387,0.0915527,4.91844,30.03,-14248.8,
55.1869,4.93965,0.0915527,4.91839,30.03,-5382.57,
55.1869,4.93965,0.088501,4.91842,30.03,3020,
55.187,4.93965,0.0854492,4.91853,30.03,10786.6,
55.187,4.93965,0.0854492,4.9187,30.03,17852,
55.187,4.93965,0.0854492,4.91895,30.03,24249.2,
55.1871,4.93965,0.0823975,4.91925,30.03,30010.7,
55.1871,4.9387,0.0946045,4.9196,30.03,35078.9,
55.1871,4.93775,0.0915527,4.91999,30.03,39313.5,
55.1872,4.93584,0.0915527,4.92042,30.03,42589.6,
55.1872,4.93298,0.0762939,4.92086,30.03,44706.3,
55.1872,4.93012,0.0701904,4.92132,30.03,45484.2,
55.1873,4.92631,0.0671387,4.92177,30.03,44854.3,
55.1873,4.92155,0.0823975,4.92219,30.03,42668.6,
55.1873,4.91679,0.0762939,4.92258,30.03,38797.8,
55.1874,4.91203,0.0854492,4.92291,30.03,33309.8,
55.1874,4.90726,0.0823975,4.92318,30.03,26362.9,
55.1874,4.90345,0.0732422,4.92336,30.03,18197.4,
55.1875,4.89964,0.0762939,4.92345,30.03,9127.7,
55.1875,4.89774,0.0823975,4.92345,30.03,-465.048,
55.1875,4.89679,0.0762939,4.92335,30.03,-10050.2,
55.1876,4.89679,0.0732422,4.92315,30.03,-19142.2,
55.1876,4.89774,0.0762939,4.92288,30.03,-27388.8,
55.1876,4.89964,0.0823975,4.92254,30.03,-34470.6,
55.1877,4.90345,0.0732422,4.92214,30.03,-40010.1,
55.1877,4.90726,0.0701904,4.9217,30.03,-43667.5,
55.1877,4.91203,0.0823975,4.92125,30.03,-45319.1,
55.1878,4.91679,0.0732422,4.9208,30.03,-44949.3,
55.1878,4.92155,0.0823975,4.92037,30.03,-42641.4,
55.1878,4.92727,0.0701904,4.91999,30.03,-38478.8,
55.1879,4.93203,0.0701904,4.91966,30.03,-32545.1,
55.1879,4.93775,0.0671387,4.91941,30.03,-25013.3,
55.1879,4.94441,0.0823975,4.91925,30.03,-15867.8,
55.188,4.95203,0.0732422,4.9192,30.03,-4920.37,
55.188,4.96061,0.0762939,4.91928,30.03,7994.29,
55.188,4.97013,0.0732422,4.91951,30.03,23020,
55.1881,4.98156,0.0701904,4.91992,30.03,40370.5,
55.1881,4.9949,0.0732422,4.92052,30.03,60412.4,
55.1881,5.01014,0.0701904,4.92136,30.03,83561,
55.1882,5.02633,0.0732422,4.92246,30.03,110095,
55.1882,5.04253,0.0732422,4.92386,30.03,139985,
55.1882,5.05872,0.0854492,4.92559,30.03,172923,
55.1883,5.07491,0.0701904,4.92767,30.03,208527,
55.1883,5.09015,0.0671387,4.93013,30.03,246344,
55.1883,5.1054,0.0640869,4.93299,30.03,285863,
55.1884,5.11873,0.0823975,4.93626,30.03,326521,
55.1884,5.13207,0.0701904,4.93994,30.03,367707,
55.1884,5.1435,0.0732422,4.94402,30.03,408860,
55.1885,5.15398,0.0640869,4.94852,30.03,449378,
55.1885,5.1635,0.0610352,4.9534,30.03,488712,
55.1885,5.17303,0.0610352,4.95867,30.03,526544,
55.1886,5.18255,0.0732422,4.9643,30.03,562768,
55.1886,5.19208,0.0671387,4.97027,30.03,597386,
55.1886,5.2016,0.0701904,4.97658,30.03,630401,
55.1887,5.21113,0.0610352,4.98319,30.03,661826,
55.1887,5.22066,0.0640869,4.99011,30.03,691678,
55.1887,5.23113,0.0701904,4.99731,30.03,720067,
55.1888,5.24256,0.0671387,5.00478,30.03,747280,
55.1888,5.25304,0.0701904,5.01252,30.03,773495,
55.1888,5.26543,0.0671387,5.02051,30.03,798787,
55.1889,5.27686,0.0762939,5.02874,30.03,823319,
55.1889,5.28829,0.0640869,5.03721,30.03,847064,
55.1889,5.29972,0.0610352,5.04591,30.03,869908,
55.189,5.3102,0.0549316,5.05483,30.03,891751,
55.189,5.32067,0.0701904,5.06395,30.03,912417,
55.189,5.3321,0.0671387,5.07327,30.03,931927,
55.1891,5.34258,0.0701904,5.08277,30.03,950395,
55.1891,5.35306,0.0640869,5.09245,30.03,967752,
55.1891,5.36354,0.0671387,5.10229,30.03,983935,
55.1892,5.37402,0.0610352,5.11228,30.03,998983,
55.1892,5.3845,0.0671387,5.12241,30.03,1.01294E+06,
55.1892,5.39497,0.0579834,5.13267,30.03,1.02583E+06,
55.1893,5.40545,0.0640869,5.14305,30.03,1.03772E+06,
55.1893,5.41498,0.0640869,5.15353,30.03,1.04854E+06,
55.1893,5.42546,0.0610352,5.16411,30.03,1.05826E+06,
55.1894,5.43498,0.0671387,5.17478,30.03,1.06693E+06,
55.1894,5.44451,0.0610352,5.18553,30.03,1.07453E+06,
55.1894,5.45308,0.0610352,5.19634,30.03,1.08092E+06,
55.1895,5.4626,0.0640869,5.2072,30.03,1.08611E+06,
55.1895,5.47213,0.0640869,5.2181,30.03,1.09026E+06,
55.1895,5.48166,0.0579834,5.22904,30.03,1.09354E+06,
55.1896,5.49023,0.0640869,5.24,30.03,1.09592E+06,
55.1896,5.49975,0.0549316,5.25097,30.03,1.09737E+06,
55.1896,5.50833,0.0732422,5.26195,30.03,1.09798E+06,
55.1897,5.51785,0.0640869,5.27293,30.03,1.0978E+06,
55.1897,5.52643,0.0732422,5.2839,30.03,1.09691E+06,
55.1897,5.535,0.0579834,5.29485,30.03,1.09527E+06,
55.1898,5.54452,0.0549316,5.30578,30.03,1.09297E+06,
55.1898,5.55405,0.0579834,5.31668,30.03,1.09024E+06,
55.1898,5.56358,0.0610352,5.32755,30.03,1.08723E+06,
55.1899,5.5731,0.0610352,5.33839,30.03,1.08396E+06,
55.1899,5.58358,0.0671387,5.3492,30.03,1.08057E+06,
55.1899,5.59311,0.0671387,5.35997,30.03,1.07715E+06,
55.19,5.60263,0.0579834,5.37071,30.03,1.07365E+06,
55.19,5.61216,0.0549316,5.38141,30.03,1.06999E+06,
55.19,5.62168,0.0579834,5.39207,30.03,1.0662E+06,
55.1901,5.63026,0.0610352,5.40269,30.03,1.06221E+06,
55.1901,5.63978,0.0579834,5.41327,30.03,1.05796E+06,
55.1901,5.64835,0.0701904,5.42381,30.03,1.0535E+06,
55.1902,5.65788,0.0518799,5.43429,30.03,1.04885E+06,
55.1902,5.6674,0.0579834,5.44474,30.03,1.04415E+06,
55.1902,5.67693,0.0579834,5.45513,30.03,1.0395E+06,
55.1903,5.68741,0.0640869,5.46548,30.03,1.035E+06,
55.1903,5.69789,0.0579834,5.47579,30.03,1.03085E+06,
55.1903,5.70741,0.0610352,5.48606,30.03,1.02703E+06,
55.1904,5.71694,0.0549316,5.49629,30.03,1.02334E+06,
55.1904,5.72646,0.0579834,5.50649,30.03,1.01969E+06,
55.1904,5.73504,0.0549316,5.51665,30.03,1.01601E+06,
55.1905,5.74361,0.0640869,5.52677,30.03,1.01214E+06,
55.1905,5.75123,0.0610352,5.53685,30.03,1.00792E+06,
55.1905,5.75885,0.0610352,5.54688,30.03,1.00321E+06,
55.1906,5.76647,0.0579834,5.55686,30.03,998001,
55.1906,5.77409,0.0549316,5.56679,30.03,992340,
55.1906,5.78171,0.0549316,5.57665,30.03,986290,
55.1907,5.78933,0.0518799,5.58645,30.03,979907,
55.1907,5.79791,0.0610352,5.59618,30.03,973334,
55.1907,5.80553,0.0549316,5.60585,30.03,966701,
55.1908,5.8141,0.0671387,5.61545,30.03,960039,
55.1908,5.82172,0.0549316,5.62498,30.03,953375,
55.1908,5.82934,0.0549316,5.63445,30.03,946645,
55.1909,5.83696,0.0549316,5.64385,30.03,939790,
55.1909,5.84363,0.0579834,5.65317,30.03,932756,
55.1909,5.85125,0.0549316,5.66243,30.03,925495,
55.191,5.85887,0.0579834,5.67161,30.03,918144,
55.191,5.86649,0.0549316,5.68072,30.03,910828,
55.191,5.87316,0.0549316,5.68975,30.03,903482,
55.1911,5.88078,0.0518799,5.69871,30.03,896047,
55.1911,5.8884,0.0640869,5.7076,30.03,888647,
55.1911,5.89602,0.0549316,5.71642,30.03,881398,
55.1912,5.90269,0.0579834,5.72516,30.03,874225,
55.1912,5.91031,0.0610352,5.73383,30.03,867057,
55.1912,5.91602,0.0579834,5.74243,30.03,859833,
55.1913,5.92269,0.0488281,5.75095,30.03,852403,
55.1913,5.92936,0.0518799,5.7594,30.03,844814,
55.1913,5.93507,0.0518799,5.76777,30.03,837107,
55.1914,5.94174,0.0549316,5.77606,30.03,829232,
55.1914,5.94841,0.0579834,5.78428,30.03,821323,
55.1914,5.95508,0.0427246,5.79241,30.03,813503,
55.1915,5.9627,0.0518799,5.80047,30.03,805883,
55.1915,5.97032,0.0457764,5.80846,30.03,798656,
55.1915,5.97794,0.0579834,5.81637,30.03,791905,
55.1916,5.98556,0.0518799,5.82423,30.03,785615,
55.1916,5.99318,0.0610352,5.83203,30.03,779771,
55.1916,6.0008,0.0518799,5.83977,30.03,774357,
55.1917,6.00747,0.0518799,5.84746,30.03,769267,
55.1917,6.01414,0.0457764,5.85511,30.03,764312,
55.1917,6.01985,0.0488281,5.8627,30.03,759320,
55.1918,6.02461,0.0549316,5.87024,30.03,754043,
55.1918,6.02938,0.0549316,5.87772,30.03,748256,
55.1918,6.03414,0.0579834,5.88514,30.03,741932,
55.1919,6.03795,0.0549316,5.89249,30.03,735053,
55.1919,6.04271,0.0488281,5.89977,30.03,727601,
55.1919,6.04652,0.0488281,5.90697,30.03,719652,
55.192,6.05129,0.0579834,5.91408,30.03,711280,
55.192,6.05605,0.0488281,5.92111,30.03,702642,
55.192,6.06081,0.0579834,5.92804,30.03,693884,
55.1921,6.06462,0.0457764,5.93489,30.03,684957,
55.1921,6.06938,0.0549316,5.94165,30.03,675822,
55.1921,6.07415,0.0457764,5.94832,30.03,666619,
55.1922,6.07891,0.0549316,5.95489,30.03,657479,
55.1922,6.08367,0.0488281,5.96138,30.03,648432,
55.1922,6.08844,0.0518799,5.96777,30.03,639504,
55.1923,6.09225,0.0488281,5.97408,30.03,630628,
55.1923,6.09701,0.0488281,5.9803,30.03,621744,
55.1923,6.10082,0.0457764,5.98643,30.03,612886,
55.1924,6.10463,0.0488281,5.99247,30.03,603994,
55.1924,6.10844,0.0549316,5.99842,30.03,595017,
55.1924,6.1132,0.0549316,6.00428,30.03,586084,
55.1925,6.11701,0.0549316,6.01005,30.03,577315,
55.1925,6.12178,0.0518799,6.01574,30.03,568731,
55.1925,6.12654,0.0457764,6.02134,30.03,560437,
55.1926,6.13225,0.0427246,6.02687,30.03,552621,
55.1926,6.13797,0.0579834,6.03232,30.03,545451,
55.1926,6.14368,0.0549316,6.03771,30.03,538989,
55.1927,6.15035,0.0579834,6.04304,30.03,533289,
55.1927,6.15702,0.0488281,6.04833,30.03,528489,
55.1927,6.16274,0.0457764,6.05357,30.03,524529,
55.1928,6.16845,0.0457764,6.05879,30.03,521174,
55.1928,6.17321,0.0518799,6.06397,30.03,518204,
55.1928,6.17798,0.0518799,6.06912,30.03,515419,
55.1929,6.18083,0.0518799,6.07425,30.03,512542,
55.1929,6.18369,0.0488281,6.07934,30.03,509233,
55.1929,6.1856,0.0488281,6.08439,30.03,505271,
55.193,6.1875,0.0518799,6.0894,30.03,500547,
55.193,6.1875,0.0488281,6.09435,30.03,494873,
55.193,6.18845,0.0457764,6.09923,30.03,488081,
55.1931,6.18845,0.0427246,6.10403,30.03,480203,
55.1931,6.18941,0.0457764,6.10874,30.03,471360,
55.1931,6.19036,0.0457764,6.11336,30.03,461757,
55.1932,6.19226,0.0427246,6.11788,30.03,451676,
55.1932,6.19417,0.0427246,6.12229,30.03,441376,
55.1932,6.19798,0.0549316,6.1266,30.03,431184,
55.1933,6.20179,0.0488281,6.13082,30.03,421489,
55.1933,6.20655,0.0549316,6.13494,30.03,412555,
55.1933,6.21132,0.0396729,6.13899,30.03,404532,
55.1934,6.21608,0.0427246,6.14296,30.03,397462,
55.1934,6.22084,0.0396729,6.14688,30.03,391291,
55.1934,6.2256,0.0488281,6.15074,30.03,385966,
55.1935,6.23037,0.0488281,6.15455,30.03,381435,
55.1935,6.23513,0.0518799,6.15833,30.03,377648,
55.1935,6.24084,0.0427246,6.16207,30.03,374646,
55.1936,6.24656,0.0488281,6.1658,30.03,372553,
55.1936,6.25418,0.0427246,6.16952,30.03,371569,
55.1936,6.26085,0.0427246,6.17323,30.03,371875,
55.1937,6.26752,0.0457764,6.17697,30.03,373360,
55.1937,6.27323,0.0457764,6.18072,30.03,375737,
55.1937,6.27799,0.0457764,6.18451,30.03,378651,
55.1938,6.2799,0.0488281,6.18833,30.03,381507,
55.1938,6.2799,0.0457764,6.19216,30.03,383488,
55.1938,6.27895,0.0396729,6.196,30.03,383942,
55.1939,6.27609,0.0518799,6.19983,30.03,382456,
55.1939,6.27133,0.0427246,6.20361,30.03,378572,
55.1939,6.26752,0.0488281,6.20733,30.03,372057,
55.194,6.26466,0.0396729,6.21096,30.03,363251,
55.194,6.26371,0.0457764,6.21449,30.03,352831,
55.194,6.26466,0.0396729,6.21791,30.03,341604,
55.1941,6.26942,0.0518799,6.22121,30.03,330581,
55.1941,6.27514,0.0457764,6.22442,30.03,320776,
55.1941,6.28276,0.0396729,6.22755,30.03,312842,
55.1942,6.29038,0.0427246,6.23062,30.03,307100,
55.1942,6.29705,0.0427246,6.23366,30.03,303476,
55.1942,6.30371,0.0396729,6.23667,30.03,301623,
55.1943,6.30943,0.0396729,6.23968,30.03,301217,
55.1943,6.31324,0.0457764,6.2427,30.03,301777,
55.1943,6.31419,0.0457764,6.24573,30.03,302499,
55.1944,6.31229,0.0488281,6.24875,30.03,302377,
55.1944,6.30848,0.0457764,6.25176,30.03,300492,
55.1944,6.30467,0.0396729,6.25472,30.03,296372,
55.1945,6.30086,0.0335693,6.25762,30.03,290043,
55.1945,6.29895,0.0488281,6.26044,30.03,281897,
55.1945,6.298,0.0396729,6.26316,30.03,272568,
55.1946,6.29895,0.0427246,6.26579,30.03,262732,
55.1946,6.30181,0.0396729,6.26832,30.03,253100,
55.1946,6.30657,0.0427246,6.27077,30.03,244411,
55.1947,6.31324,0.0366211,6.27314,30.03,237336,
55.1947,6.32086,0.0396729,6.27546,30.03,232396,
55.1947,6.33039,0.0457764,6.27776,30.03,229967,
55.1948,6.33896,0.0396729,6.28007,30.03,230206,
55.1948,6.34753,0.0366211,6.2824,30.03,232884,
55.1948,6.3561,0.0457764,6.28477,30.03,237693,
55.1949,6.36277,0.0396729,6.28721,30.03,244255,
55.1949,6.36849,0.0396729,6.28973,30.03,251946,
55.1949,6.3742,0.0427246,6.29234,30.03,260280,
55.195,6.37897,0.0457764,6.29503,30.03,268992,
55.195,6.38278,0.0457764,6.2978,30.03,277746,
55.195,6.38563,0.0366211,6.30067,30.03,286146,
55.1951,6.38849,0.0366211,6.30361,30.03,293921,
55.1951,6.39135,0.0396729,6.30662,30.03,301003,
55.1951,6.39325,0.0396729,6.30969,30.03,307335,
55.1952,6.39516,0.0457764,6.31282,30.03,312778,
55.1952,6.39706,0.0457764,6.31599,30.03,317296,
55.1952,6.39802,0.0396729,6.3192,30.03,320860,
55.1953,6.39802,0.0396729,6.32243,30.03,323269,
55.1953,6.39706,0.0396729,6.32567,30.03,324252,
55.1953,6.39325,0.0396729,6.32891,30.03,323386,
55.1954,6.38944,0.0396729,6.33211,30.03,320201,
55.1954,6.38373,0.0488281,6.33525,30.03,314458,
55.1954,6.37611,0.0427246,6.33831,30.03,305855,
55.1955,6.36849,0.0427246,6.34125,30.03,294128,
55.1955,6.36182,0.0396729,6.34405,30.03,279498,
55.1955,6.35515,0.0366211,6.34667,30.03,262446,
55.1956,6.35039,0.0396729,6.34911,30.03,243512,
55.1956,6.34658,0.0396729,6.35134,30.03,223379,
55.1956,6.34467,0.0457764,6.35337,30.03,202764,
55.1957,6.34467,0.0335693,6.35519,30.03,182416,
55.1957,6.34658,0.0396729,6.35682,30.03,163108,
55.1957,6.35039,0.0366211,6.35828,30.03,145547,
55.1958,6.3561,0.0488281,6.35958,30.03,130368,
55.1958,6.36277,0.0396729,6.36076,30.03,118057,
55.1958,6.36944,0.0488281,6.36185,30.03,108777,
55.1959,6.37706,0.0396729,6.36288,30.03,102484,
55.1959,6.38468,0.0366211,6.36387,30.03,99129,
55.1959,6.3923,0.0305176,6.36485,30.03,98564.1,
55.196,6.40087,0.0457764,6.36586,30.03,100644,
55.196,6.40945,0.0427246,6.36691,30.03,105317,
55.196,6.41897,0.0396729,6.36804,30.03,112524,
55.1961,6.4285,0.0396729,6.36926,30.03,122202,
55.1961,6.43707,0.0396729,6.3706,30.03,134105,
55.1961,6.44564,0.0366211,6.37208,30.03,147818,
55.1962,6.45422,0.0396729,6.37371,30.03,163047,
55.1962,6.46184,0.0366211,6.37551,30.03,179514,
55.1962,6.46851,0.0396729,6.37747,30.03,196781,
55.1963,6.47232,0.0457764,6.37962,30.03,214177,
55.1963,6.47517,0.0396729,6.38192,30.03,230903,
55.1963,6.47708,0.0366211,6.38439,30.03,246415,
55.1964,6.47613,0.0335693,6.38699,30.03,260216,
55.1964,6.47422,0.0427246,6.38971,30.03,271681,
55.1964,6.47136,0.0335693,6.39251,30.03,280424,
55.1965,6.4666,0.0427246,6.39537,30.03,286194,
55.1965,6.46184,0.0305176,6.39826,30.03,288772,
55.1965,6.45612,0.0396729,6.40114,30.03,288150,
55.1966,6.44945,0.0396729,6.40399,30.03,284333,
55.1966,6.44183,0.0427246,6.40676,30.03,277246,
55.1966,6.43421,0.0366211,6.40943,30.03,266924,
55.1967,6.42564,0.0305176,6.41196,30.03,253502,
55.1967,6.41707,0.0366211,6.41433,30.03,237114,
55.1967,6.40849,0.0335693,6.41651,30.03,217984,
55.1968,6.39992,0.0366211,6.41848,30.03,196417,
55.1968,6.3923,0.0305176,6.42021,30.03,172793,
55.1968,6.38659,0.0396729,6.42168,30.03,147735,
55.1969,6.38182,0.0366211,6.4229,30.03,122000,
55.1969,6.37897,0.0427246,6.42387,30.03,96282.2,
55.1969,6.37801,0.0305176,6.42458,30.03,71308.1,
55.197,6.37992,0.0335693,6.42506,30.03,47918.2,
55.197,6.38468,0.0274658,6.42533,30.03,27056.2,
55.197,6.3904,0.0427246,6.42542,30.03,9485.75,
55.1971,6.39897,0.0366211,6.42538,30.03,-4286.78,
55.1971,6.40849,0.0396729,6.42524,30.03,-13812.4,
55.1971,6.41897,0.0366211,6.42505,30.03,-18876.3,
55.1972,6.4304,0.0396729,6.42486,30.03,-19478.9,
55.1972,6.44183,0.0366211,6.4247,30.03,-15727.2,
55.1972,6.45327,0.0427246,6.42462,30.03,-7915.76,
55.1973,6.46565,0.0305176,6.42466,30.03,3670.68,
55.1973,6.47708,0.0366211,6.42485,30.03,18757.3,
55.1973,6.48851,0.0396729,6.42522,30.03,36899.5,
55.1974,6.49804,0.0335693,6.42579,30.03,57498.9,
55.1974,6.50661,0.0335693,6.42659,30.03,79818.8,
55.1974,6.51328,0.0366211,6.42762,30.03,103089,
55.1975,6.51899,0.0427246,6.42889,30.03,126600,
55.1975,6.52185,0.0335693,6.43038,30.03,149613,
55.1975,6.5228,0.0457764,6.43209,30.03,171274,
55.1976,6.52185,0.0274658,6.434,30.03,190805,
55.1976,6.51899,0.0335693,6.43608,30.03,207595,
55.1976,6.51423,0.0274658,6.43829,30.03,221092,
55.1977,6.50851,0.0457764,6.4406,30.03,230897,
55.1977,6.50185,0.0335693,6.44297,30.03,236835,
55.1977,6.49423,0.0396729,6.44536,30.03,238855,
55.1978,6.48565,0.0335693,6.44772,30.03,236920,
55.1978,6.47613,0.0396729,6.45003,30.03,231015,
55.1978,6.4666,0.0274658,6.45225,30.03,221230,
55.1979,6.45612,0.0335693,6.45432,30.03,207751,
55.1979,6.44564,0.0396729,6.45623,30.03,190764,
55.1979,6.43612,0.0366211,6.45794,30.03,170631,
55.198,6.42564,0.0457764,6.45942,30.03,147786,
55.198,6.41707,0.0366211,6.46064,30.03,122636,
55.198,6.40849,0.0335693,6.4616,30.03,95741.9,
55.1981,6.40278,0.0274658,6.46228,30.03,67803.2,
55.1981,6.39897,0.0427246,6.46268,30.03,39734.4,
55.1981,6.39802,0.0335693,6.4628,30.03,12552.5,
55.1982,6.39992,0.0427246,6.46267,30.03,-12725.3,
55.1982,6.40373,0.0305176,6.46232,30.03,-35175.5,
55.1982,6.41135,0.0396729,6.46178,30.03,-53964,
55.1983,6.41993,0.0305176,6.4611,30.03,-68341.3,
55.1983,6.43136,0.0396729,6.46032,30.03,-77818.2,
55.1983,6.44279,0.0366211,6.4595,30.03,-82145.8,
55.1984,6.45612,0.0427246,6.45869,30.03,-81295.6,
55.1984,6.46851,0.0335693,6.45793,30.03,-75441.3,
55.1984,6.48184,0.0366211,6.45728,30.03,-64940.4,
55.1985,6.49327,0.0335693,6.45678,30.03,-50317.7,
55.1985,6.5047,0.0366211,6.45646,30.03,-32249.1,
55.1985,6.51423,0.0366211,6.45634,30.03,-11455.7,
55.1986,6.52185,0.0396729,6.45645,30.03,11212.3,
55.1986,6.52852,0.0396729,6.4568,30.03,34879.9,
55.1986,6.53233,0.0366211,6.45739,30.03,58742.7,
55.1987,6.53423,0.0366211,6.45821,30.03,81884.1,
55.1987,6.53519,0.0305176,6.45925,30.03,103558,
