5,0,4300,-3.171,53,1.7097,0,0,0,-6.9483,5,1.1938
25,0,6300,-0.34446,73,2.2778,0,0,0,-9.5022,5,2.1169
24,0,6200,-3.8156,72,1.8186,0,0,0,-4.3874,4,1.9897
11,0,4900,-7.952,60,3.6934,0,0,0,-7.6552,2,0.77389
30,0,6800,-4.8976,75,3.0455,0,0,0,-1.8687,2,0.80841
17,0,5500,-6.4631,65,2.6477,0,0,0,-4.4559,3,1.2788
4,0,4200,-7.5469,56,2.4763,0,0,0,-7.0936,3,1.4276
29,0,6700,-6.797,72,1.9646,0,0,0,-2.7603,3,1.5916
16,0,5400,-1.6261,64,0.89413,0,0,0,-6.551,3,1.8888
3,0,4100,-4.9836,60,2.7583,0,0,0,-1.19,3,1.213
28,0,6600,-3.4039,70,6.4459,0,0,0,-9.5974,2,1.5263
-11,0,2700,-2.2381,44,6.9209,0,0,0,-5.8527,2,1.009
15,0,5300,-2.551,63,1.2451,0,0,0,-7.5127,5,1.9992
2,0,4000,-6.9908,51,4.9773,0,0,0,-5.0596,3,1.1996
27,0,6500,-9.5929,75,2.6024,0,0,0,-8.909,2,1.2103
14,0,5200,-1.3862,62,2.3163,0,0,0,-5.4722,3,2.0986
1,0,3900,-2.5751,-1,7.8077,0,0,0,-1.4929,0,0
18,0,5600,-2.5428,66,4.096,0,0,0,-8.4072,2,2.5254
5,0,4300,-2.4352,53,4.1,0,0,0,-8.1428,2,2.1391
19,0,5700,-3.4998,75,1.7309,0,0,0,-9.2926,2,2.0596
6,0,4400,-2.5108,58,3.6976,0,0,0,-1.966,2,0.97334
36,0,7400,-4.7329,75,2.4268,0,0,0,-6.1604,3,1.2736
20,0,5800,-8.3083,70,4.1676,0,0,0,-3.5166,2,1.0116
7,0,4500,-5.4972,54,6.4415,0,0,0,-5.8526,2,2.0119
21,0,5900,-2.8584,75,4.8171,0,0,0,-9.1719,2,1.2324
8,0,4600,-7.5373,56,3.2824,0,0,0,-7.572,2,1.5269
22,0,6000,-5.6782,70,2.9059,0,0,0,-3.8045,2,1.2699
9,0,4700,-0.5395,53,6.2033,0,0,0,-0.75854,2,0.88719
