23,0,6100,-7.7917,73,1.3473,0,0,0,-5.308,2,1.361
10,0,4800,-1.2991,54,5.3111,0,0,0,-9.3401,1,2.2622
25,0,6300,-4.6939,77,3.2271,0,0,0,-5.6882,2,1.0477
39,0,7700,-3.3712,80,2.6209,0,0,0,-0.11902,2,1.2658
12,0,5000,-7.9428,61,2.2061,0,0,0,-1.6218,3,0.98735
26,0,6400,-5.2853,75,2.687,0,0,0,-3.1122,2,0.86782
13,0,5100,-6.0198,62,5.2905,0,0,0,-1.6565,2,0.6378
14,0,5200,-6.5408,62,1.4908,0,0,0,-2.6297,4,1.7438
30,0,6800,-7.4815,87,4.231,0,0,0,-6.8921,1,2.1614
17,0,5500,-0.83821,65,4.7735,0,0,0,-4.5054,2,0.98919
4,0,4200,-9.1334,56,3.5517,0,0,0,-2.2898,2,1.6273
29,0,6700,-8.2582,72,2.0492,0,0,0,-1.5238,2,1.3092
16,0,5400,-9.9613,69,3.0007,0,0,0,-5.3834,2,1.0696
-2,0,3600,-4.4268,51,2.7264,0,0,0,-0.78176,3,1.3102
3,0,4100,-9.619,56,3.3473,0,0,0,-1.0665,2,1.0941
28,0,6600,-7.7491,72,3.7396,0,0,0,-0.046342,2,1.3474
15,0,5300,-8.6869,63,2.8069,0,0,0,-8.173,4,2.8157
2,0,4000,-3.9978,56,5.1175,0,0,0,-0.84436,2,1.5819
27,0,6500,-8.0007,75,4.0484,0,0,0,-2.5987,3,1.3984
13,0,5100,-9.1065,61,2.0374,0,0,0,-4.3141,4,1.3214
26,0,6400,-2.638,68,1.6538,0,0,0,-1.8185,2,1.8515
12,0,5000,-1.3607,60,5.0041,0,0,0,-1.4554,2,0.77235
25,0,6300,-5.797,75,2.3808,0,0,0,-8.6929,2,1.0759
45,0,8300,-1.4495,87,1.8088,0,0,0,-5.4986,2,0.99244
11,0,4900,-6.2206,56,4.3908,0,0,0,-8.5303,2,1.3724
24,0,6200,-5.1325,72,3.1653,0,0,0,-3.5095,2,0.80253
10,0,4800,-0.75967,60,2.1921,0,0,0,-4.0181,2,0.53255
23,0,6100,-1.2332,70,1.8146,0,0,0,-2.3992,2,0.6409
9,0,4700,-2.3995,56,2.3913,0,0,0,-1.8391,3,1.0329
22,0,6000,-0.49654,68,4.1104,0,0,0,-4.1727,2,1.3656
8,0,4600,-9.4479,58,4.217,0,0,0,-9.0272,2,1.1917
21,0,5900,-4.8925,70,2.1979,0,0,0,-4.9086,2,1.1274
7,0,4500,-9.0005,55,5.9292,0,0,0,-3.3772,2,1.6404
33,0,7100,-1.112,75,2.3873,0,0,0,-3.6925,2,2.0566
20,0,5800,-3.8974,71,2.3131,0,0,0,-7.8025,2,3.2275
6,0,4400,-4.0391,53,5.011,0,0,0,-2.4169,2,1.0672
19,0,5700,-1.3197,66,1.9825,0,0,0,-0.96455,2,0.79173
5,0,4300,-9.5613,56,4.9035,0,0,0,-9.4205,2,0.85233
18,0,5600,-0.5978,65,2.9441,0,0,0,-5.7521,2,0.99749
1,0,3900,-3.5316,54,2.032,0,0,0,-2.3478,2,0.92619
22,0,6000,-0.15403,73,7.181,0,0,0,-8.2119,2,0.75985
9,0,4700,-1.6899,53,3.9705,0,0,0,-0.43024,2,0.85158
30,0,6800,-7.3172,77,2.8808,0,0,0,-6.4912,2,1.7361
-5,0,3300,-4.5092,51,3.8521,0,0,0,-6.4775,2,1.16
17,0,5500,-2.9632,66,5.8527,0,0,0,-5.4701,2,1.0069
4,0,4200,-1.8896,53,4.3379,0,0,0,-7.4469,1,1.7995
29,0,6700,-1.8351,73,2.0489,0,0,0,-6.8678,2,1.0857
16,0,5400,-6.2562,64,1.2421,0,0,0,-3.6848,2,1.2608
3,0,4100,-0.81126,54,3.3826,0,0,0,-7.8023,2,1.0156
28,0,6600,-7.7571,71,4.3584,0,0,0,-9.2939,2,1.0125
15,0,5300,-4.3586,63,1.0388,0,0,0,-4.8679,5,1.1637
2,0,4000,-3.0635,56,1.448,0,0,0,-4.4678,2,2.1018
27,0,6500,-5.1077,73,1.6089,0,0,0,-5.0851,2,1.2714
-14,0,2400,-7.9483,41,1.4985,0,0,0,-8.1763,2,1.0119
14,0,5200,-3.7861,62,1.1012,0,0,0,-6.4432,4,1.8667
1,0,3900,-5.3283,48,4.5203,0,0,0,-8.1158,2,1.1378
18,0,5600,-9.39,72,3.5434,0,0,0,-3.5073,2,1.3494
5,0,4300,-5.5016,51,1.9195,0,0,0,-8.7594,3,0.9315
19,0,5700,-5.8704,74,4.3312,0,0,0,-6.2248,2,1.2158
6,0,4400,-3.0125,56,2.6356,0,0,0,-2.0774,2,0.90685
20,0,5800,-2.3049,76,2.3696,0,0,0,-4.7092,2,0.63064
7,0,4500,-1.9476,54,4.9272,0,0,0,-8.4431,2,1.036
21,0,5900,-1.7071,75,4.8798,0,0,0,-2.2592,2,0.80266
-8,0,3000,-4.357,49,3.6809,0,0,0,-2.2766,2,1.2371
8,0,4600,-9.2338,58,5.4122,0,0,0,-3.111,2,2.5742
23,0,6100,-1.8482,71,3.4748,0,0,0,-4.3021,2,2.6805
10,0,4800,-9.7975,60,4.1469,0,0,0,-9.0488,2,0.88093
24,0,6200,-1.1112,75,1.5715,0,0,0,-4.3887,2,0.81871
11,0,4900,-4.0872,60,1.4979,0,0,0,-2.5806,2,0.70498
25,0,6300,-2.6221,72,1.5698,0,0,0,-5.949,2,0.9863
12,0,5000,-7.1122,59,3.7487,0,0,0,-6.0284,2,1.0405
26,0,6400,-1.1742,69,4.0981,0,0,0,-2.2175,2,1.0885
13,0,5100,-3.1878,61,1.2116,0,0,0,-2.9668,3,1.1799
42,0,8000,-5.0786,82,2.0509,0,0,0,-4.2417,3,1.1355
